KAUM科番号,科,Family,和名,学名,Remarks,和名ヘボン式表記
17,トラザメ科,Scyliorhinidae,トラザメ,Scyliorhinus torazame (Tanaka 1908),"
北島ほか（1976）西海区水産研究所研究報告48:47-92，東シナ海；Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）；山下ほか（2012）Nat Kagoshima 38:119-138，薩摩半島西岸，東シナ海；竹内ほか（2015）日本生物地理学会会報70:1-11，対馬；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，東京湾；Soares & Carvalho (2019) Zootaxa 4601:1-147，イズハナトラザメScyliorhinus tokubee Shirai, Hagiwara & Nakaya 1992はトラザメScyliorhinus torazame (Tanaka 1908)の新参異名；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；Ito et al (2022) Zootaxa 5092:331-349，北海道，青森県，福島県，茨城県，千葉県，神奈川県，伊豆大島，静岡県，愛知県，新潟県，京都府，兵庫県，山口県，長崎県，薩摩半島西岸，屋久島，沖縄県，波照間島，東シナ海；岩坪ほか（2022）「薩摩半島沿岸の魚類」；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；佐藤ほか（2022）「北の磯魚生態図鑑」，北日本；Aizawa et al (2022) Univ Mus, Univ Tokyo Material Rep 129:189-217，神奈川県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，東京（市場），相模湾，愛知県，三重県，兵庫県，長崎県，東シナ海
",Torazame
17.1,ヘラザメ科,Pentanchidae,アラメヘラザメ,Apristurus fedorovi Dolganov 1983,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱
",Arameherazame
17.1,ヘラザメ科,Pentanchidae,ナンカイヘラザメ,"Apristurus gibbosus Meng, Chu & Li 1985","
Nakaya & Kawauchi (2013) Zootaxa 3752:130-171，東シナ海（徳之島の西方）日本初記録；三澤ほか（2019）板鰓類研究会報55:31-54，高知県
",Nankaiherazame
17.1,ヘラザメ科,Pentanchidae,ヤリヘラザメ,Apristurus herklotsi (Fowler 1934),"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；Nakaya & Kawauchi (2013) Zootaxa 3752:130-171，千葉県～土佐湾，東シナ海；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県
",Yariherazame
17.1,ヘラザメ科,Pentanchidae,ニホンヘラザメ,Apristurus japonicus Nakaya 1975,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；本村ほか（2019）「奄美群島の魚類」；三澤ほか（2020）魚類学雑誌doi:10.11369/jji.20–023，東北太平洋沖
",Nihonherazame
17.1,ヘラザメ科,Pentanchidae,テングヘラザメ,Apristurus longicephalus Nakaya 1975,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；Nakaya & Kawauchi (2013) Zootaxa 3752:130-171，土佐湾，東シナ海；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；三澤ほか（2019）板鰓類研究会報55:31-54，高知県
",Tenguherazame
17.1,ヘラザメ科,Pentanchidae,ナガヘラザメ,Apristurus macrorhynchus (Tanaka 1909),"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，浦賀水道；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；Aizawa et al (2022) Univ Mus, Univ Tokyo Material Rep 129:189-217，神奈川県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，東京（市場），神奈川県
",Nagaherazame
17.1,ヘラザメ科,Pentanchidae,リュウキュウヘラザメ,"Apristurus macrostomus Chu, Meng & Li 1985","
Nakaya & Kawauchi (2013) Zootaxa 3752:130-171，土佐湾，琉球列島南部
",Ryukyuherazame
17.1,ヘラザメ科,Pentanchidae,ヘラザメ,Apristurus platyrhynchus (Tanaka 1909),"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；Nakaya & Kawauchi (2013) Zootaxa 3752:130-171，駿河湾～土佐湾，東シナ海；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，駿河湾；Miyazaki et al (2019) ZooKeys 843:117-128，東京海底谷（千葉県安房郡鋸南町保田沖）；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；Aizawa et al (2022) Univ Mus, Univ Tokyo Material Rep 129:189-217，神奈川県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，東京（市場）
",Herazame
17.1,ヘラザメ科,Pentanchidae,ヤモリザメ,Galeus eastmani (Jordan & Snyder 1904),"
北島ほか（1976）西海区水産研究所研究報告48:47-92，東シナ海；Ozawa (1983) Bull Japan Soc Fish Oceanogr 44:9-16，鹿児島県枕崎市と大隅諸島黒島の中間海域；Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；古橋ほか（2010）長崎大学水産学部研究報告91:17-33，九州西方（東シナ海）；山下ほか（2012）Nat Kagoshima 38:119-138，薩摩半島西岸，東シナ海；Motomura et al (2016) Mem Fac Fish Kagoshima Univ 64:10-34，宇治群島；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，浦賀水道；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，東京（市場）
",Yamorizame
17.1,ヘラザメ科,Pentanchidae,ハシナガヤモリザメ,Galeus longirostris Tachikawa & Taniuchi 1987,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；畑ほか（2024）Ichthy, Nat Hist Fish Jpn 50:16-22，与論島（これまでニホンヤモリザメとして報告されていた），Koeda et al (2024)がハシナガヤモリザメとして報告した長崎県産の標本はタイワンヤモリザメに同定された
",Hashinagayamorizame
17.1,ヘラザメ科,Pentanchidae,ニホンヤモリザメ,Galeus nipponensis Nakaya 1975,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；Kuriiwa et al (2014) CheckList 10:1479-1501，豆南諸島；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，駿河湾；工藤ほか（2019）神奈川自然誌資料40:49-58，三浦半島；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；三澤ほか（2020）魚類学雑誌doi:10.11369/jji.20–023，東北太平洋沖；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；工藤ほか（2022）神奈川県自然誌資料43:97-142，三浦半島南西岸；川瀬（2022）「千葉県勝浦沖キンメ場の魚」，千葉県勝浦沖；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，東京（市場），神奈川県；畑ほか（2024）Ichthy, Nat Hist Fish Jpn 50:16-22，与論島（これまで与論島からニホンヤモリザメとして報告されていた個体はハシナガヤモリザメに再同定，しかし別標本がニホンヤモリザメと同定される），静岡県，高知県，甑島，東シナ海
",Nihon-yamorizame
17.1,ヘラザメ科,Pentanchidae,タイワンヤモリザメ,Galeus sauteri (Jordan & Richardson 1909),"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，長崎県（ハシナガヤモリザメとして報告されたが，畑ほか2024によってタイワンヤモリザメに再同定された）；畑ほか（2024）Ichthy, Nat Hist Fish Jpn 50:16-22，長崎県（タイワンヤモリザメの日本産の唯一の標本は長崎県産）
",Taiwan-yamorizame
17.1,ヘラザメ科,Pentanchidae,ナガサキトラザメ,Halaelurus buergeri (Müller & Henle 1838),"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；山下ほか（2012）Nat Kagoshima 38:119-138，薩摩半島西岸，東シナ海；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；小枝ほか（2018）「内之浦の魚類」；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，長崎県，沖縄県，東シナ海
",Nagasakitorazame
17.1,ヘラザメ科,Pentanchidae,イモリザメ,Parmaturus pilosus Garman 1906,"
Iglésias et al (2005) Mol Phylogen Evol 34:569-583，ScyliorhinidaeからPentanchidaeへ変更（Dyldin (2015) Pub Seto Mar Biol Lab 43:40-91）；萬代（2018）「奄美群島の魚類」，Pentanchidaeの新和名ヘラザメ科を提唱；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，駿河湾；川瀬（2022）「千葉県勝浦沖キンメ場の魚」，千葉県勝浦沖；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；畑・本村（2023）Ichthy, Nat Hist Fish Jpn 36:17-21，奄美大島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Imorizame
17.2,和名なし,Dichichthyidae,シンカイイモリザメ,Dichichthys melanobranchus Chan 1966,"
佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県；White et al (2024) Fishes 2024, 9, 121，ヘラザメ科Pentanchidae→Dichichthyidae（科の和名なし；シンカイヤモリザメ科が妥当），イモリザメ属Parmaturus→Dichichthys（属の和名なし；シンカイヤモリザメ属が妥当）
",Shinkaiimorizame
18,タイワンザメ科,Proscylliidae,タイワンザメ,Proscyllium habereri Hilgendorf 1904,"
Compagno (1984) FAO Fish Synopsis 125 4:251-655，ヒョウザメProscyllium venustum (Tanaka 1912)はP. habereriの新参異名（Last & Vongpanich (2014) Phuket Mar Biol Cent Res Bull 6:23-29）；山下ほか（2012）Nat Kagoshima 38:119-138，東シナ海，大隅半島東岸；Motomura & Harazaki (2017) Bull Kagoshima Univ Mus 9:1-183，屋久島（ヒョウザメとして）；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海（ヒョウザメとして）；Nakae et al (2018) Mem Natl Mus Nat Sci Tokyo 52:205-361，奄美大島；小枝ほか（2018）「内之浦の魚類」；本村ほか（2019）「奄美群島の魚類」；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県（ヒョウザメとして）；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Aizawa et al (2022) Univ Mus, Univ Tokyo Material Rep 129:189-217，東京（ヒョウザメとして）；佐藤ほか（2023）「トワイライトゾーン深海生物」，沖縄県（ヒョウザメとして）；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾（ヒョウザメとして）；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，鹿児島県（おそらく鹿児島湾），高知県，東シナ海
",Taiwanzame
19,チヒロザメ科,Pseudotriakidae,チヒロザメ,Pseudotriakis microdon de Brito Capello 1868,"
崎山・瀬能（2014）神奈川自然誌資料35:35-40，相模湾；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，相模湾；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾
",Chihirozame
20,ドチザメ科,Triakididae,イレズミエイラクブカ,Hemitriakis complicofasciata Takahashi & Nakaya 2004,"
Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，琉球列島
",Irezumieirakubuka
20,ドチザメ科,Triakididae,エイラクブカ,Hemitriakis japanica (Müller & Henle 1839),"
山下ほか（2012）Nat Kagoshima 38:119-138，薩摩半島西岸，鹿児島湾，大隅半島東岸；清水（2013）南予生物17:14-35，愛媛県瀬戸内海；Iwatsuki et al (2017) Bull Grad Sch Bioresour Mie Univ 43:27-55，宮崎県（日向灘）；岩坪・本村（2017）「鹿児島湾の魚類」；木村ほか（2017）「口永良部島の魚類」；吉郷（2018）比和科学博物館研究報告59:127-203，瀬戸内海；小枝ほか（2018）「内之浦の魚類」；渋川（2018）「駿河湾のサメ（ふじのくに地球環境史ミュージアム図録）」，駿河湾；本村ほか（2019）「奄美群島の魚類」；村瀬ほか（2019）「門川の魚類」；三澤ほか（2019）板鰓類研究会報55:31-54，高知県；園山ほか（2020）鹿児島大学総合研究博物館研究報告11:1-152，山口県日本海側；小枝ほか（2020）「大隅市場魚類図鑑」；下瀬（2021）「沖縄さかな図鑑」，沖縄県；村瀬ほか（2021）「ひむかの海の魚たち」，宮崎県門川町；岩坪ほか（2022）「薩摩半島沿岸の魚類」；Motomura (2023) Bull Kagoshima Univ Mus 20:1-250，種子島，馬毛島；本田ほか（2024）神奈川県立博物館研究報告（自然科学）53:127-218，相模湾；Koeda et al (2024) Univ Mus, Univ Tokyo Material Rep 132:1-23，伊豆大島，三重県，富山県，福井県，京都府，長崎県
",Eirakubuka
